1.281679, -0.067704, -0.026550, 0.000000
1.281264, -0.068815, -0.026179, 0.000000
1.277038, -0.068512, -0.025131, 0.000000
1.278607, -0.069646, -0.025889, 0.000000
1.280772, -0.067917, -0.026898, 0.000000
1.281362, -0.067310, -0.026049, 0.000000
1.281943, -0.066451, -0.028194, 0.000000
1.281950, -0.068501, -0.026983, 0.000000
1.280753, -0.068812, -0.027653, 0.000000
1.281147, -0.066241, -0.025889, 0.000000
1.278152, -0.066861, -0.026748, 0.000000
1.281257, -0.067598, -0.026383, 0.000000
1.279716, -0.066896, -0.027717, 0.000000
1.280556, -0.068507, -0.026106, 0.000000
1.283742, -0.069253, -0.027449, 0.000000
1.282005, -0.068616, -0.026902, 0.000000
1.279894, -0.067204, -0.026078, 0.000000
1.283476, -0.066813, -0.027491, 0.000000
1.288083, -0.061377, -0.028986, 0.000000
1.288406, -0.061588, -0.030647, 0.000000
1.285089, -0.061456, -0.028832, 0.000000
1.283060, -0.062205, -0.028719, 0.000000
1.282659, -0.063825, -0.029250, 0.000000
1.281525, -0.065628, -0.028102, 0.000000
1.282737, -0.066840, -0.027702, 0.000000
1.286716, -0.067488, -0.028500, 0.000000
1.286630, -0.067022, -0.027523, 0.000000
1.284838, -0.067624, -0.027833, 0.000000
1.285080, -0.069217, -0.026717, 0.000000
1.286584, -0.067586, -0.028995, 0.000000
1.286786, -0.066151, -0.029784, 0.000000
1.282577, -0.063193, -0.027853, 0.000000
1.281551, -0.063605, -0.029691, 0.000000
1.284114, -0.063863, -0.027806, 0.000000
1.285221, -0.065038, -0.026878, 0.000000
1.284565, -0.063266, -0.028082, 0.000000
1.277842, -0.070536, -0.024379, 0.000000
1.280636, -0.068806, -0.026583, 0.000000
1.282851, -0.068551, -0.027399, 0.000000
1.282748, -0.066429, -0.027415, 0.000000
1.283932, -0.063582, -0.028970, 0.000000
1.283452, -0.062821, -0.029788, 0.000000
1.282724, -0.065601, -0.026720, 0.000000
1.282846, -0.063891, -0.028202, 0.000000
1.279288, -0.067369, -0.026264, 0.000000
1.279440, -0.068137, -0.025998, 0.000000
1.276762, -0.071725, -0.025095, 0.000000
1.275366, -0.075387, -0.022342, 0.000000
1.276468, -0.077375, -0.023523, 0.000000
1.278174, -0.076239, -0.021637, 0.000000
1.280513, -0.075599, -0.022877, 0.000000
1.280269, -0.073121, -0.023770, 0.000000
1.278990, -0.075267, -0.024369, 0.000000
1.276307, -0.072265, -0.024541, 0.000000
1.280774, -0.070411, -0.027693, 0.000000
1.280284, -0.070797, -0.026055, 0.000000
1.281400, -0.069709, -0.025783, 0.000000
1.278596, -0.068267, -0.025403, 0.000000
1.286213, -0.068890, -0.028767, 0.000000
1.285882, -0.068743, -0.028638, 0.000000
1.282047, -0.071854, -0.026664, 0.000000
1.278744, -0.072183, -0.025471, 0.000000
1.283916, -0.067469, -0.028315, 0.000000
1.291669, -0.063743, -0.031298, 0.000000
1.297223, -0.066615, -0.032639, 0.000000
1.296537, -0.073809, -0.030088, 0.000000
1.291246, -0.079085, -0.024155, 0.000000
1.300277, -0.083554, -0.027121, 0.000000
1.299946, -0.088740, -0.022841, 0.000000
1.303774, -0.093098, -0.024617, 0.000000
1.300815, -0.096923, -0.021429, 0.000000
1.310080, -0.096856, -0.020115, 0.000000
1.314238, -0.099060, -0.017759, 0.000000
1.319574, -0.109121, -0.013720, 0.000000
1.327643, -0.112340, -0.008231, 0.000000
1.330714, -0.121694, -0.006303, 0.000000
1.362716, -0.132016, -0.016342, 0.000000
1.381320, -0.138501, -0.012073, 0.000000
1.391983, -0.140848, -0.013038, 0.000000
1.406132, -0.144743, -0.011051, 0.000000
1.434674, -0.146370, -0.015437, 0.000000
1.452912, -0.149912, -0.021173, 0.000000
1.458780, -0.153678, -0.033948, 0.000000
1.491756, -0.161811, -0.069971, 0.000000
1.520692, -0.167630, -0.088214, 0.000000
1.605010, -0.175439, -0.116910, 0.000000
1.643624, -0.184569, -0.123325, 0.000000
1.657191, -0.190120, -0.121750, 0.000000
1.711664, -0.196659, -0.159338, 0.000000
1.753228, -0.215267, -0.188927, 0.000000
1.814415, -0.223946, -0.214576, 0.000000
1.839070, -0.228277, -0.218022, 0.000000
1.849285, -0.242051, -0.228721, 0.000000
1.890330, -0.258401, -0.270108, 0.000000
1.935342, -0.290472, -0.324612, 0.000000
1.938352, -0.304173, -0.323369, 0.000000
1.933732, -0.312618, -0.319331, 0.000000
1.925986, -0.318128, -0.316797, 0.000000
1.966262, -0.323069, -0.367712, 0.000000
2.010334, -0.331932, -0.418024, 0.000000
2.046880, -0.362621, -0.472200, 0.000000
2.091759, -0.387372, -0.522466, 0.000000
2.141188, -0.406734, -0.563074, 0.000000
2.181664, -0.441910, -0.611065, 0.000000
2.214084, -0.466612, -0.645259, 0.000000
2.215267, -0.471840, -0.687352, 0.000000
2.212371, -0.473240, -0.686991, 0.000000
2.240338, -0.500934, -0.707991, 0.000000
2.265381, -0.520546, -0.754621, 0.000000
2.293269, -0.543361, -0.797981, 0.000000
2.310108, -0.576560, -0.839333, 0.000000
2.341967, -0.606570, -0.888900, 0.000000
2.352387, -0.626226, -0.905068, 0.000000
2.353204, -0.671359, -0.950281, 0.000000
2.349154, -0.686600, -0.950477, 0.000000
2.358657, -0.708435, -0.995959, 0.000000
2.373299, -0.722851, -1.035802, 0.000000
2.376983, -0.761704, -1.053895, 0.000000
2.388642, -0.787684, -1.107235, 0.000000
2.393173, -0.800964, -1.106857, 0.000000
2.386482, -0.806936, -1.108120, 0.000000
2.403864, -0.833044, -1.139992, 0.000000
2.411079, -0.859436, -1.198610, 0.000000
2.400493, -0.886456, -1.215017, 0.000000
2.389463, -0.917990, -1.238100, 0.000000
2.365336, -0.950099, -1.256234, 0.000000
2.369462, -1.008452, -1.319213, 0.000000
2.388158, -1.044890, -1.365284, 0.000000
2.383785, -1.073834, -1.384267, 0.000000
2.376294, -1.091729, -1.387646, 0.000000
2.377548, -1.122096, -1.419738, 0.000000
2.350665, -1.160631, -1.437951, 0.000000
2.341807, -1.198922, -1.496143, 0.000000
2.343652, -1.248503, -1.515177, 0.000000
2.348864, -1.306884, -1.573215, 0.000000
2.338437, -1.365310, -1.595588, 0.000000
2.338982, -1.402537, -1.643035, 0.000000
2.345368, -1.414312, -1.647535, 0.000000
2.329417, -1.415822, -1.654445, 0.000000
2.321829, -1.439896, -1.678596, 0.000000
2.317658, -1.455106, -1.696768, 0.000000
2.311557, -1.497955, -1.703057, 0.000000
2.310010, -1.523232, -1.700200, 0.000000
2.280897, -1.541961, -1.675736, 0.000000
2.290530, -1.586482, -1.696589, 0.000000
2.286059, -1.624978, -1.701048, 0.000000
2.283030, -1.642587, -1.691251, 0.000000
2.283981, -1.646910, -1.691044, 0.000000
2.272910, -1.691826, -1.686561, 0.000000
2.273406, -1.720588, -1.676186, 0.000000
2.257995, -1.756191, -1.672515, 0.000000
2.258909, -1.792627, -1.683246, 0.000000
2.263908, -1.818027, -1.680938, 0.000000
2.247738, -1.863740, -1.664795, 0.000000
2.240138, -1.882246, -1.649657, 0.000000
2.237108, -1.881823, -1.646541, 0.000000
2.249361, -1.895454, -1.657820, 0.000000
2.229504, -1.939054, -1.637621, 0.000000
2.219184, -1.982262, -1.628136, 0.000000
2.210706, -2.023219, -1.626999, 0.000000
2.219844, -2.072537, -1.646674, 0.000000
2.222014, -2.121411, -1.648695, 0.000000
2.221865, -2.180873, -1.640925, 0.000000
2.220022, -2.223896, -1.636043, 0.000000
2.220656, -2.249606, -1.635614, 0.000000
2.215458, -2.277211, -1.633092, 0.000000
2.209706, -2.319506, -1.623280, 0.000000
2.206003, -2.343337, -1.625276, 0.000000
2.204268, -2.364298, -1.623637, 0.000000
2.200400, -2.386028, -1.621491, 0.000000
2.195914, -2.405681, -1.626130, 0.000000
2.193905, -2.447802, -1.624509, 0.000000
2.195207, -2.470607, -1.626681, 0.000000
2.197690, -2.481960, -1.628334, 0.000000
2.198436, -2.486623, -1.629178, 0.000000
2.193283, -2.495477, -1.624452, 0.000000
2.192078, -2.540216, -1.624835, 0.000000
2.189653, -2.561103, -1.625231, 0.000000
2.184480, -2.571461, -1.623500, 0.000000
2.184421, -2.576106, -1.626937, 0.000000
2.180247, -2.601841, -1.621404, 0.000000
2.177827, -2.624192, -1.616820, 0.000000
2.176317, -2.656058, -1.619612, 0.000000
2.175764, -2.678822, -1.617406, 0.000000
2.172633, -2.708184, -1.614000, 0.000000
2.173178, -2.750515, -1.614364, 0.000000
2.170751, -2.775260, -1.613665, 0.000000
2.170296, -2.787069, -1.615214, 0.000000
2.168529, -2.792468, -1.616391, 0.000000
2.166433, -2.812926, -1.617651, 0.000000
2.170470, -2.835069, -1.637027, 0.000000
